cleaned_tokens,task1,task2
"['rt', 'seanbaggett81', 'masturbation', 'form', 'stress', 'relief', 'go', 'fuck', 'calm']",HOF,PRFN
"['mahoupriest', 'you're', 'tall']",NOT,NONE
"['rt', 'iambumblebee', 'single', 'thing', 'lmaooo', 'used', 'shit', 'play', 'kill', 'dany', 'httpstcovmymezz4cr']",HOF,PRFN
"['rt', 'snerpent', 'holy', 'shit', 'right', 'btsatmetlifed2', 'httpstcoukmlk6k0ne']",HOF,PRFN
"['never', 'tell', 'people', 'things', 'tell', 'surprise', 'ingenuity', 'httpstcovmlw21kno1']",NOT,NONE
"['who's', 'going', 'cry', 'tonight', 'bts', 'bbmastopsocial', 'btstwt']",NOT,NONE
"['ericholder', 'calls', 'realdonaldtrump', 'dangerous', 'sold', 'weapons', 'el', 'chapo', 'dangerous', 'shut', 'hell', 'eric', 'criminal']",HOF,PRFN
"['rt', 'jhsmlcdrop', 'who'd', 'thought', 'two', 'years', 'ago', 'korean', 'boyband', 'causing', 'stir', 'broke', 'western', 'marke']",NOT,NONE
"['alysabethspeice', 'lyctomas', 'course', 'love', 'lol', 'youre', 'one']",NOT,NONE
"['lol', 'shoot', 'shot', 'fuck', 'aaron', 'rodgers']",HOF,PRFN
"['rt', 'gertrudeod', 'white', 'people', '8', 'population', 'vf', 'get', '4then', 'unfair', 'say', 'white', 'p']",NOT,NONE
"['mista71', 'youre', 'much', '']",NOT,NONE
"['rt', 'xguccihes', 'way', 'hes', 'mesmerized', 'bet', 'trynna', 'old', 'man', 'looking', 'ass', 'hats', 'fedoras', 'httpstco7th3z']",HOF,PRFN
"['rt', 'loganterrazas', 'people', 'need', 'grow', 'stop', 'sensitive', 'ever', 'post', 'something', 'offends', 'that's', 'b']",NOT,NONE
"['rt', 'sexualhub2', 'fuck', 'slutty', 'busty', 'milf', 'stepmom', '', 'free', 'click', 'amp', 'enjoy', 'fuck', 'httpstcoe91jr2z70h', '', 'ht']",HOF,PRFN
"['rt', 'abbixstannard', '19', 'shit', 'age', 'take', 'back', '18', 'didn't', 'pay', 'prescriptions', '']",NOT,NONE
"['rt', 'mrstobon', 'tell', 'i'm', 'one', 'fine', 'baby', 'mama', 'won't', 'believe', 'you', 'httpstco3oiohgz3lj']",NOT,NONE
"['rt', 'michaelbd', 'need', 'complete', 'total', 'shutdown', 'starchitects', 'find', 'what's', 'going', 'httpstcodrv2zil7pm']",NOT,NONE
"['navinbrah', 'almost', 'interned', 'social', 'work', 'damn']",HOF,PRFN
"['vanessa', 'rocked', 'pitch', 'edge', 'infieldoutfield', 'fly', 'game', 'tonight', 'found', 'g', 'httpstco4aowlfgxsw']",NOT,NONE
"['don't', 'need', 'u', '']",NOT,NONE
"['fuck', 'today']",HOF,PRFN
"['courtlizcamp', 'damn', 'courtnel', 'lob', 'boy', 'invite', 'sometime']",NOT,NONE
"['oce', 'fucking', 'come', 'every', 'esports', 'dont', 'fuckin', 'sleep', 'us', 'cunts']",HOF,PRFN
"['rt', 'stucam7771', 'ever', 'heard', 'john', 'n', 'mitchell', 'us', 'attorney', 'general', '19691972', 'nixon', 'found', 'guilty', 'conspiracy', 'o']",NOT,NONE
"['fazesway23', 'youre', 'gay']",HOF,OFFN
"['lilbabyfae', 'boners', 'days', 'two', 'get', 'together']",HOF,OFFN
"['rt', 'chrissyteigen', 'stupid', 'tired', 'please', 'stop', 'expecting', 'things']",NOT,NONE
"['rt', 'dawgdesert', 'great', 'sympathy', 'people', 'hawaii', 'woman', 'like', 'maziehirono', 'showing', 'ass', 'like', 'blitheri']",HOF,OFFN
"['rt', 'juiceworlddd', 'numb', 'shit']",HOF,PRFN
"['rt', 'dasharez0ne', 'fuck', 'httpstcoqtp3puudxe', 'admin', 'httpstcohg40u2webd']",HOF,PRFN
"['rt', 'dirkschwenk', 'butina', 'big', 'fish', 'line', 'gop', 'collusion', 'sweet', 'ass', 'httpstcoqyxjtbkka9']",HOF,PRFN
"['well', 'won't', 'streaming', 'days', 'internet', 'literally', 'got', 'fucking', 'broken']",HOF,PRFN
"['rt', 'kinglrg', 'drop', 'recent', 'meme', 'gif', 'saved', 'pic', 'video', 'lemme', 'see', 'type', 'stuff', 'y'all', 'saving', 'i'll', 'start', 'httpstcohzm']",NOT,NONE
"['rt', 'lustlavishly', 'want', 'grab', 'back', 'neck', 'force', 'face', 'onto', 'table', 'bent', 'ass', 'momm']",HOF,PRFN
"['also', 'add', 'despite', 'scene', 'disturbing', 'sick', 'im', 'glad', 'animated', 'panel', 'httpstcoejik0f0zht']",HOF,NONE
"['phat', 'ass', 'blunt', '']",HOF,PRFN
"['say', 'truth', 'ain't', 'pretty', 'coming', 'pretty', 'mouth', 'truth', 'fitting']",NOT,NONE
"['lolla', 'fact', 'can't', 'fucking', 'edit', 'tweets', 'forever', 'drive', 'wall']",HOF,PRFN
"['one', 'unfollower', 'today', 'found', 'tracked', 'httpstcosbqrvksrhj']",NOT,NONE
"['rt', 'junitoboy1', 'ya', 'start', 'w', 'ya', 'bull', 'crap', '', 'she's', 'embodying', 'oshun', 'goddess', 'love', 'sweet', 'river', '', 'iamcardib', '', 'httpstcoi9p']",NOT,NONE
"['rt', 'saffiyakhan1', 'lucyfrown', '""innocent', 'people""', 'one', 'turns', 'support', 'racist', 'fraud', 'thug', 'radicaliser', ''tommy', 'robinson'', 'is']",NOT,NONE
"['rt', 'safeagain1', 'realdonaldtrump', 'facts', 'know', 'hate', '10000', 'documented', 'lies', 'since', 'presidency', 'began', '140', 'contacts', 'not']",NOT,NONE
['fuck'],HOF,PRFN
"['rt', 'oneandonlyrtk', 'i'm', 'pretty', 'fuck', 'bitch', 'can't', 'even', 'say', 'i'm', 'funny', 'looking', '']",HOF,PRFN
"['rt', 'izonethings', 'yujin', 'saying', 'come', 'making', 'weird', 'face', 'loop', '2019', 'httpstcolohf97e6pj']",NOT,NONE
"['brittanyterry', 'need', 'dets']",NOT,NONE
"['momagic11', 'sick', 'ah', 'tried', 'go', 'next', 'season']",NOT,NONE
"['rt', 'andrizzzydrea', 'everything', 'work', 'able', 'overcome', 'challenges', 'faced', 'httpstco1bfc3kllxd']",NOT,NONE
"['rt', 'crazyantguy1970', 'guys', 'gals', 'trust', 'tell', 'you're', 'gonna', 'want', 'follow', 'two', 'amazingly', 'talented', 'young', 'women', 'shanis']",NOT,NONE
"['rt', 'hovitaaa', 'da', 'baby', 'aahhhhhh', 'shit', 'bitch', 'httpstcosmmuupvirg']",HOF,PRFN
"['mustdiemusic', 'can't', 'stop', 'finding', 'sick', 'doubles', 'fucking', 'monster', 'tune']",HOF,PRFN
"['rt', 'skinnyhyun', 'marvel', 'could', 'never', 'come', 'plot', 'intricate', 'httpstcokekrfv95v7']",NOT,NONE
"['mother's', 'day', 'super', 'important', 'mom', 'mom', 'passed', 'away']",NOT,NONE
"['msnbc', 'meet', 'press', 'chucktodd', 'old', 'hick', 'john', 'kennedy', 'hes', 'much', 'liar', 'trump', 'rest', 'gop']",HOF,OFFN
"['seaglasssiren', 'well', 'that's', 'inspiration', 'needed', 'i'll', 'spending', 'rest', 'weekend', 'locked', 'room']",NOT,NONE
"['steph', 'curry', 'father', 'pavy']",NOT,NONE
"['finally', 'finished', 'shit', 'got', 'prod', 'boi', 'pokedex', 'yall', 'want', '']",HOF,PRFN
"['ridemyagustd', 'jokes', 'i'm', 'always', 'subspace', '', 'i'm', 'dom', 'space', 'it's', 'hard', 'fuck', 'get', 'watch', '']",HOF,PRFN
"['lovers', 'strangers', 'damn', 'hunger']",HOF,PRFN
"['stop', 'talking', 'start', 'stop', 'talking', 'start', 'working', 'stop', 'talking', 'start', 'acting', 'allah', 'yasa', 'mu', 'dace', 'ameen', 'malam', 'httpstcozdxvqk8erm']",NOT,NONE
"['youre', 'looking', 'work', 'leavenworth', 'ks', 'check', 'job', 'httpstco9qw7l7brce', 'clerical']",NOT,NONE
"['julesnorton', '1', 'identify', 'sick', 'pts', '2', 'go', 'pts', 'posttaken', 'electronically', 'check', 'bl', 'httpstcoev4yjeo4q8']",NOT,NONE
"['rt', 'chuuzus', 'tyler', 'creator', 'asap', 'rocky', 'funny', 'fuck', 'get', 'together', '', 'httpstco1fhsb08mgt']",HOF,PRFN
"['rt', 'arjmxrell', 'im', 'fine', 'need']",NOT,NONE
"['rt', 'tsukl666', 'fuck', 'females', 'tbh', 'need', 'homies', 'risk', 'httpstcosn1fon7rm0']",HOF,HATE
"['fazekay', 'typically', 'play', 'cod4', 'shit', 'still', 'look', 'clean']",HOF,PRFN
"['fuck', 'get', 'israels', 'hole', 'fucker', 'wants', 'yank', 'oil', 'wars']",HOF,HATE
"['surround', 'people', 'shit', 'together', 'therefore', 'also', 'get', 'shit', 'together']",HOF,PRFN
"['xoprincessd', 'don't', 'work', 'either']",HOF,NONE
"['rt', 'sippurified', 'want', 'get', 'limited', 'edition', 'sippurified', 'mainemendoza', 'beep', 'card', 'drop', 'aling', 'puring', 'convention', 'tomorrow', 'purc']",NOT,NONE
"['rt', 'rgpoulussen', 'otd', '1941', 'hitlers', 'former', 'number', 'two', 'rudolf', 'hess', 'flew', 'scotland', 'negotiate', 'peace', 'sublime', 'navigation', 'fu']",NOT,NONE
"['rt', 'charliekirk11', 'facts', '3142', 'counties', 'us', 'realdonaldtrump', '2626', 'trump', 'counties', 'covered', '84', 'united', 'states']",NOT,NONE
"['cant', 'fucking', 'listen', 'ass', 'audio', 'know', 'sounds', 'beautiful', 'live']",HOF,PRFN
"['imtrulyangel', 'damn']",HOF,PRFN
"['rt', 'pattonoswalt', 'oh', 'god', 'fuck', 'chase', 'bank', 'httpstcoem2qfmr2qw']",HOF,OFFN
"['blurpppppppppp', '""fuck', 'billboard', 'i'm', 'aiming', 'forbes', 'list', 'now""', 'rihanna']",HOF,PRFN
"['like', 'damn', 'maybe', 'wanna', 'laugh', 'drink', 'go', 'dinner', 'y'all', 'really', 'disowned']",HOF,PRFN
"['i'm', 'tired', 'men', 'making', 'laws', 'women's', 'bodies', 'yall', 'dont', 'know', 'shit', 'stop', 'trying', 'dictate', 'use']",HOF,PRFN
"['fucking', 'kidding']",HOF,PRFN
"['waavasquez', 'thank', 'wendy', 'you're', 'sweetest', '']",NOT,NONE
"['oh', 'fucking', 'good', 'god', 'absolutely', 'sensational', 'messi', 'wow']",HOF,PRFN
"['rt', 'wingsofkings1', 'got7', 'cut', 'cloth', 'husband', 'dad', 'material', 'bbmastopsocial', 'got7', 'got7official', 'httpstcochue']",NOT,NONE
"['rt', 'xpixeliex', 'gave', 'yoongi', 'big', 'ass', 'sleeves', 'hide', 'gang', 'signs']",HOF,PRFN
"['rt', 'edgarrawdon', '""i', 'heard', 'something', 'you""', 'go', 'hear', 'bitch', 'cause', 'don't', 'give', 'fuck']",HOF,OFFN
"['wbbaskerville', 'excellent', 'point', 'title', 'page', 'dissertation', 'late', 'father', 'victor', 'de', 'clercq', 'cicm', 'httpstco3dhdqhqkka']",NOT,NONE
"['odatsg', 'yessssssgigi', 'callherlola', '017', 'waiting', 'say', 'shit', '']",NOT,NONE
"['woesenpai69', 'nice', 'ass']",HOF,PRFN
"['dinodinosdino', 'joshuaplayspkmn', 'idk', 'bother', 'put', 'non', 'shiny', 'pokemon', 'rewards', 'fuck', 'wants', 'loudre', 'httpstcoa5n2lcvagv']",HOF,PRFN
"['nowplaying', 'young', 'die', 'paul', 'morrell', 'mix', 'jamiroquai', 'jamiroquai', 'paulmorrell']",NOT,NONE
"['shit', 'mbn']",HOF,PRFN
"['rape', 'pregnant', 'bitch', 'tell', 'friends', 'threesome']",HOF,OFFN
"['okay', 'rgrich15', 'love', 'ya', 'need', 'bluejays']",NOT,NONE
"['we're', 'furocious', 'vegas', 'golden', 'knights', 'fans', 'congratulations', 'jordan', 'b', 'shutout', 'keoni', 'ipolani', 't', 'httpstcof6t39vyc7q']",NOT,NONE
"['found', 'google', 'dont', 'know', 'like', 'ever', 'created', 'good', 'work', 'httpstcosj8txmdfjw']",NOT,NONE
"['rt', 'thepride2k18', 'y'all', 'start', 'running', 'internet', 'bash', 'university', 'remember', 'school', 'gas', 'leaks', 'happen']",NOT,NONE
"['i'm', 'sorry', 'don't', 'agree', 'nobody', 'picking', 'weed', 'job', 'don't']",NOT,NONE
"['rt', 'kekeslime', 'bitches', 'always', 'tryna', 'dress', 'disrespect', 'joke', '""its', 'joke""', 'bitch', 'tryna', 'disrespectful', 'caught', 'th']",HOF,PRFN
"['go', 'rehab']",NOT,NONE
"['indecisechaos', 'hmmmm', 'sounds', 'like', 'need', 'cheering', 'random', 'sparkling', 'penis', 'youre', 'httpstcoc6c1ekbvhb']",HOF,OFFN
"['modelling', 'industry', 'damn', 'toxic', 'fact', 'everyone', 'thinks', 'need', 'certain', 'stomach', 'makes', 'mad']",HOF,PRFN
"['sum', 'week', 'nobody', 'gives', 'fuck', 'think', 'next', 'batman', 'havent', 'liked', 'this', 'httpstcogqqfhbztcm']",HOF,OFFN
"['shayzee10', 'goal', 'cant', 'face', 'play', 'europa', 'league', 'probably', 'next', '10', 'years', '']",NOT,NONE
"['rt', 'msblairewhite', 'glamlifeguru', 'caught', 'lies', 'half', 'truths', 'well', 'need', 'shut', 'fuck', 'handle', 'privately']",HOF,PRFN
"['rt', 'macdaddysammy', 'ain't', 'gon', 'lie', 'i'm', 'ready', 'miami', 'mane', 'i'm', 'making', 'best', 'trip', 'regardless', 'shit', 'hitting', 'left', 'r']",NOT,NONE
"['rt', 'bniceloco', 'niggas', 'funniest', 'shit', 'theyre', 'high', '', 'httpstcot85bss87jy']",HOF,HATE
"['crazynomura', 'damn', 'microwaves']",NOT,NONE
"['rt', 'hopepeacelove', 'ned', 'stark's', 'son', 'who's', 'attempted', 'murder', 'kicked', 'drama', 'series', 'throne', 'daughter', 'was']",NOT,NONE
"['rt', 'isteyzian', 'lauv', 'said', 'wonder', 'feels', 'like', 'damn', 'hits', 'hard']",HOF,PRFN
"['caught', 'got', 'fucking', 'hell']",HOF,PRFN
"['bad', 'im', 'lowkey', 'salty', 'af', 'approached', 'play', 'mansion', 'fest', 'idk', 'fuck', 'wanna', 'play']",HOF,PRFN
"['rt', 'mrarsenictm', 'ozil's', 'agent', '""mesut', 'staying', 'least', '2021', 'fans', 'need', 'worry', 'gossip', 'may', 'come', 'th']",NOT,NONE
"['rt', 'zzariiinaa', 'i've', 'never', 'felt', 'lost', 'life', 'shit', 'sucks']",HOF,PRFN
"['rt', 'keepmesecret333', 'you', 'pathetic', 'little', 'boys', 'ever', 'dream', 'getting', 'touch', 'someone', 'like', '', 'thank', 'theknickerfairy', '']",HOF,HATE
"['rt', 'doyoubangtan', 'super', 'group', 'twotime', 'winner', 'tonight', 'shattering', 'nearly', 'every', 'streaming', 'record', 'imaginable', 'yeah', 'youre', 'wel']",NOT,NONE
"['rt', 'tamannainsan15', 'truelifeinitiativebydss', 'gurmeetramrahim', 'derasachasauda', 'dera', 'sacha', 'sauda', 'followers', 'help', 'mentally', 'u']",NOT,NONE
"['rt', 'hqpornhq', 'hot', 'negotiations', 'sometimes', 'gotta', 'fuck', 'little', 'make', 'whole', 'lotta', 'money', 'lunastar', '12', 'bigtitsatwork', 'brazzers', 'e']",HOF,PRFN
"['breadmaker7', 'highpockets84', 'slow', 'shit', '']",HOF,PRFN
"['rt', 'luldre', 'getting', 'shit', 'together', 'matters', 'rn']",HOF,PRFN
"['rt', 'rodcraigartist', 'id', 'interested', 'know', 'bought', 'postcard', 'twitrartexhibit', 'edinburgh', 'youre', 'httpstco']",NOT,NONE
"['i'm', 'sick', 'houston', 'lost', 'gs', 'always', 'winning', 'shit', 'boring', 'honestly']",HOF,PRFN
"['kaycesmith', 'tylerstroud2', 'feminists', 'got', 'stop', 'dany', 'shit']",HOF,OFFN
"['rt', 'darickr', 'thing', 'clearly', 'modeled', 'person', 'would', 'never', 'choose', 'wear', 'thing', 'theyre', 'modeling', 'httpstcokwr9vd3y']",NOT,NONE
"['rt', 'soulljahhh', 'fuck', 'eating', 'pussy', 'going', 'help', 'take', 'braids', '']",HOF,PRFN
"['need', 'go', 'get', 'passport', 'shit', 'sorted', 'soon', 'europe', 'gonna', 'lit', '']",HOF,PRFN
"['drkindeya', 'you're', 'amazing', 'job', 'kindu']",NOT,NONE
"['rt', 'thenoelmiller', 'youre', 'going', 'cody', 'ko', 'nerd', 'haha', 'whats', 'douche', 'bag', 'noel', 'highschool', 'remember', 'guys']",HOF,PRFN
"['rt', 'christahjay', 'carry', 'high', 'standard', 'itll', 'make', 'bitch', 'carry', 'self', 'like', 'trash', 'uncomfortable']",HOF,PRFN
"['andrewgertler', 'shit', 'want']",HOF,PRFN
"['rt', 'juicegawdupnext', 'damn', 'sadrip', 'russ', '', 'httpstcooehcegixqi']",NOT,NONE
['fuck'],HOF,PRFN
"['rt', 'reidgirl5', 'jared', 'looks', 'proud', 'saying', '""jensen', 'fucking', 'ackles""', '', 'httpstcorfq6jne3mf']",HOF,PRFN
"['going', 'find', 'lopsided', 'games', 'time', 'court', 'handle', 'getting', 'blown', 'ou', 'httpstcopgh6lgnddy']",NOT,NONE
"['masterdevwi', '', 'one', 'funny', 'side', 'effect', 'delivering', 'threddy', 'gifts', 'people's', 'office', 'mailboxes', 'get', 'see', 'httpstcoaytiyyx9mh']",NOT,NONE
"['rt', 'diaanavarg', 'hard', 'racist', 'like', 'wtf', 'banksonabbey', 'retweet', 'show', 'kind', 'person', 'httpstcoxtausfnf82']",HOF,PRFN
"['rt', 'aynrandpaulryan', 'lindsey', 'graham', 'read', 'strzokpage', 'text', 'messages', '""trump', 'fucking', 'idiot""', 'national', 'television', 'fron']",HOF,OFFN
"['rt', 'thotgenic', '7', 'years', 'old', 'bilingual', 'genius', 'iq', 'mentally', 'healthy', 'able', 'math', 'illiterate', 'health', 'nonexistent', 'n']",NOT,NONE
"['hope', 'you're', 'well', '', 'mihlaliin']",NOT,NONE
"['rt', 'jinjoonies', 'taehyung', 'better', 'stop', 'acting', 'fuck', 'im', 'booking', 'next', 'flight', 'back', 'korea', 'httpstco61ajvwyia1']",HOF,PRFN
"['rt', 'floorpunched', 'im', 'gonna', 'straight', 'youre', 'sad', 'youre', 'single', 'want', 'find', 'one', 'probably', 'find', 'twee']",NOT,NONE
"['rt', 'tinnkky', 'j', 'cole', 'come', 'perfectly', 'good', 'ty', 'lusty', 'sex', 'track', 'ruin', 'civil', 'rights', 'bars']",HOF,NONE
"['don't', 'words', 'describe', 'bitch', 'ultra', 'stupidity']",HOF,PRFN
"['rt', 'alexishallmark', 'ex', 'would', 'let', 'go', 'sleep', 'crying', 'next', 'that's', 'shit', 'never', 'tolerate', 'httpstcoyycnnchz5h']",HOF,PRFN
"['cinder5byefive', 'damn', 'switch']",HOF,PRFN
"['rt', 'kvnghdz', 'one', 'thing', 'ion', 'kiss', 'ass', 'lmao', 'fuck', '']",HOF,PRFN
"['messengeraugur', 'bbcquestiontime', 'weak', 'minded', 'makes', 'remoaners', 'insufferable', 'twats', '', 'getting', 'way']",HOF,OFFN
"['rt', 'amorousangg', 'sorry', 'guys', 'don't', 'fuck', 'teeth', 'eyes', 'httpstcok3tdejkhvm']",HOF,PRFN
"['fuck', 'w', 'weather', 'da', 'beanies', '', 'httpstcoj6yc0xli9o']",HOF,PRFN
"['rt', 't6thestars', 'mj', 'taste', 'chicken', 'bin', 'away', 'mj', 'said', 'eat', 'jinjin', 'said', '""no', 'need', 'eat', 'once']",NOT,NONE
"['rt', 'moviescontext', 'squad', 'go', 'mcdonalds', 'get', 'big', 'mac', 'httpstcofr6clsz5rg']",NOT,NONE
"['rt', 'chaelicendgame', 'everybody', 'feels', 'like', 'youre', 'worth', 'cannot', 'get', 'whatever', 'coming', 'youre']",NOT,NONE
"['rt', 'princemarcus25', 'mr', 'stark', 'fine', 'rest', 'httpstcolh9mbo0jwm']",NOT,NONE
"['rt', 'gamerfulla', 'want', 'know', 'always', 'think', 'u', 'pray', 'u', 'recover', 'soon', 'get', 'well', 'soon', 'everyone', 'misses', 'ur', 'contag']",NOT,NONE
"['rt', 'jaybilas', 'say', 'lucked', 'call', 'perfect', 'timing', 'cant', 'lose', 'whole', 'citys', 'behind', 'gotta', 'go', 'work']",NOT,NONE
"['liverpoolleft', 'bet', 'coppers', 'well', 'impressed', 'protect', 'racist', 'little', 'shit', 'solidarity', 'bootle']",HOF,HATE
"['shame', 'shame', 'shame', 'delta']",NOT,NONE
"['rt', 'nanimill21', 'it's', 'late', 'lovey', 'dovey', 'shit', 'httpstcof8zxmk36zv']",HOF,PRFN
"['rt', 'imthereasonwhy', 'beyonce', 'said', 'life', 'wife', 'that's', 'fuck', 'gon']",HOF,PRFN
"['rt', 'evesjoyce', 'got', 'reusable', 'make', 'cotton', 'pads', 'took', 'one', 'remove', 'full', 'face', 'make', 'amp', 'u', 'used', '18', 'u', 'th']",NOT,NONE
"['randpaul', 'traitor']",HOF,OFFN
"['gxddessdeath', 'course', 'fine', 'well', 'he's', 'creature', 'who's', 'accepting', 'forms', 'affection']",NOT,NONE
"['rt', 'smitter11', 'teamcornyn', 'guy', 'completely', 'supports', 'lying', 'cheating', 'conning', 'pornstar', 'rawdogging', 'president', 'sit', 'down']",NOT,NONE
"['rt', 'kianaalol', 'ok', 'fuck', 'drew', 'eyebrows', 'lmaoooo', 'httpstcoyugsr3eqtz']",HOF,PRFN
"['rt', 'simonjwooduk', 'i'm', 'bit', 'help', 'bereaved', 'children', 'running', 'londonmarathon', 'charity', 'griefencounter', 'help', 'b']",NOT,NONE
"['rt', 'emeraldxmoon', 'can't', 'said', 'enough', 'voters', 'fucking', 'problem', 'vote', 'labor', 'gave', 'nothing', 'w']",HOF,PRFN
"['im', 'fucking', 'useless', 'going', 'school', 'actually', 'don't', 'know', 'haven't', 'kicked', 'yet', 'prolly', 'cause', 'grades', 'fire']",HOF,PRFN
"['judiirene', 'starl1ght7i5', 'jacquieswears', 'ah', 'okay', 'misunderstood', 'thought', 'tweet', 'referencing', 'trans', 'httpstco8hd4tkvokz']",NOT,NONE
"['ninapineda7', 'billritter7', 'way', 'go', 'nina', 'calling', 'fugazy', 'tiffany', 'lamp']",NOT,NONE
"['rt', 'tlodadon7', 'y'all', 'long', 'ass', 'convos', 'sex', 'time', 'fuck', 'sojourner', 'truth', 'httpstco0qu2hxoubj']",HOF,PRFN
"['rt', 'miqdaad', 'truly', 'unbelievable', 'ben', 'shapiro', 'bbcs', 'politics', 'live', 'believes', 'muslims', 'radical', 'vile', 'racist', 'arabs', 'amp']",NOT,NONE
"['you're', 'sifting', 'treasures', 'trash', 'inner', 'w', 'virgo', 'httpstcod4eplxwvmp']",NOT,NONE
"['wildpaws', 'rip', 'stupid', 'bird']",NOT,NONE
"['rt', 'govtwine', 'fuck', 'newt', 'mute', 'newt', 'ethics', 'violatin', 'forced', 'resignin', 'practicin', 'catholic', 'w', 'multiple', 'marriages', 'sinnin', 'power', 'abu']",HOF,OFFN
"['literally', 'wait', 'last', 'minute', 'everything', 'it's', 'fucking', 'disgusting', 'point', '']",HOF,PRFN
"['thanks', 'pic', 'sir', 'mark', 'nabuhay', 'ulit', 'ang', 'yellow', 'heart', 'ko', 'really', 'miss', 'two', 'much', 'httpstcoqijfcvxdtk']",NOT,NONE
"['rt', 'maira100491', 'shinee', 'world', 'fancams', 'coming', 'full', 'force', 'httpstcoqy6djjphdk']",HOF,NONE
"['rt', 'faizalmalasahi', 'girls', 'remember', 'choose', 'husband', 'kids', 'cant', 'choose', 'father', 'choosing', 'good', 'dad']",NOT,NONE
"['rt', 'tataschimmy', 'regional', 'director', 'jimin', 'attending', 'board', 'meeting', 'ny', 'meeting', 'cute', 'presenter', 'graduate', 'fucking', 'nig']",HOF,PRFN
"['niece', 'would', 'get', 'ass', 'beat', 'would', 'punk', 'ass', 'bird', '']",HOF,PRFN
"['literally', 'never', 'say', 'you'll', 'ready', 'minutes', 'take', 'almost', 'three', 'actually', 'start', 'get', 'ready']",NOT,NONE
"['rt', 'eptic', 'she's', 'gonna', 'like', 'putting', 'i've', 'taken', 'agnes', 'shit', 'ton', 'festivals', 'see', 'biggest', 'names', 'sc']",HOF,PRFN
"['okay', 'taetards', 'think', 'support', 'shit', 'lol', 'idiots', 'indeed', 'feel', 'free', 'go', 'profile', 'para', 'hindi', 'kayo', 'as', 'httpstcoa852gk2et7']",HOF,OFFN
"['rt', 'pvvult', 'low', 'iq', 'maxine', 'wants', 'impeach', 'barr', 'next', 'think', 'that's', 'probably', 'largest', 'word', 'vocabulary']",NOT,NONE
"['rt', 'mcspocky', 'trump', 'administration', 'thrown', 'respect', 'science', 'garbage', 'would', 'thought', 'country', 'would', 'taken', 'o']",NOT,NONE
"['rt', 'kjblisss', 'another', 'person', 'getting', 'attention', 'fuck', 'need']",HOF,PRFN
"['bob', 'sierras', 'dad', 'odenkirk', 'man', 'need', 'get', 'jeez', 'im', 'mr', 'fucking', 'horizontal']",HOF,PRFN
"['little', 'girl', 'know', 'dont', 'expose', 'barney', 'like', 'bad', 'girl', 'gtc', 'ima', 'slap', 'ass', 'purple', 'tail']",HOF,PRFN
"['rt', 'captainkalvis', 'might', 'fuck', 'around', 'tell', 'homies', 'love']",HOF,PRFN
"['pulseclarky', 'pulsemynx', 'fazeclan', 'testyment', 'shit', 'wholesome']",HOF,PRFN
"['rt', 'bigbosstunna', 'i'm', 'place', 'life', 'y'all', 'kiss', 'ass']",HOF,OFFN
"['heydonworks', 'smart', 'shit', 'ain't', 'better']",HOF,PRFN
"['shanesheehy', 'theyre', 'simply', 'powerful', 'baboom', 'go']",NOT,NONE
"['wants', 'go', 'message', 'buy', 'tickets', 'asap', 'go', 'car', 'got', 'hotel', 'httpstco5xjdgsiz25']",NOT,NONE
"['mamataofficial', 'that's', 'ok', 'rest', 'country', 'doesn't', 'trust', 'even']",NOT,NONE
